期号,开奖时间,开奖结果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,红球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,绿球,,,,,,,,,,,
2015004,2015-01-10(六),,,3,,,,,,,,,12,,14,,,,18,,,,,,,,,,28,,,,,,,,,,,,5,6,,,,,,
2015005,2015-01-12(一),,,,,,,,,,,11,,,14,15,,,18,19,,,,,,,,,,,,,,,,,,,,,,,7,8,,,,
2015006,2015-01-14(三),,,,,,6,,8,,,,,,,,,,,,,,,,,,,,,,30,,32,33,,,,,3,,,,7,,,,,
2015007,2015-01-17(六),,2,,,,,7,8,,,,,,14,,,,,,,,,,,,,,,,,31,,,,,,,,4,,,,8,,,,
2015008,2015-01-19(一),,,,,,,7,,,10,11,,,,15,,17,,,,,,,,,,,,,,,,,,,,,3,,,,,,,10,,
2015009,2015-01-21(三),,,,,,,,,,,,,,,,,17,,,,,22,,,,26,27,,,,,,33,,,,,,,,6,,,,10,,
2015010,2015-01-24(六),,2,,,,6,,,,,,,,,,,17,,,,,,,,,,,,,30,,,,,35,,2,,,,,7,,,,,
2015011,2015-01-26(一),,,,4,,,,,,,,,13,,,,,,,,,22,,,25,,,,,30,,,,,,1,,,,,6,,,,,,
2015012,2015-01-28(三),,,3,4,,6,,,,,11,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,5,,,,9,,,
2015013,2015-01-31(六),,,,,,,,,,,11,,,,15,,,,,,,,,,25,,,28,,,,,,,35,,,,,,,7,,,10,,
2015014,2015-02-02(一),,,,,,,,8,,,,,,,,16,,,,,,,,,25,,,,29,,,,,,35,,,3,,,,,,,10,,
2015015,2015-02-04(三),1,,,,5,,,,,,,,13,,,,17,,,,,,,,,,,,,,,32,,,,,,,4,,,,,,,11,
2015016,2015-02-07(六),,,,,,6,7,,,,,,,,,16,,,,20,,,,,,,,,,,,,,34,,,,,,,,,,9,,11,
2015017,2015-02-09(一),,,,,,,7,,,,,,13,,,16,17,,,,,,,,,,,,29,,,,,,,1,,,,,,7,,,,,
2015018,2015-02-11(三),,,,4,,,7,,,10,,,,,,,,,,,,,23,,,,,,,,31,,,,,,,3,,,,7,,,,,
2015019,2015-02-14(六),,2,,,,,,8,,,,,,,,16,,,,,,22,,24,,,,,,,,,,,,1,,3,,,,,,,,,
2015020,2015-02-16(一),,,,,,,,,,,11,,,,,,,,,,,,,,,26,,28,29,,,32,,,,1,,,4,,,,,,,,
2015021,2015-02-25(三),,,,,,,,,,,,,,,,,,,,,,22,23,24,,26,,,,,31,,,,,,,,,5,6,,,,,,
2015022,2015-02-28(六),,,,,,,,,9,,11,,,14,15,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,11,12
2015023,2015-03-02(一),,,,,,6,,,9,,11,12,,,,,,,,,,22,,,,,,,,,,,,,,,,3,,,,,,,,11,
2015024,2015-03-04(三),,2,,,,6,,8,,,,,,,,16,,,,,,,,,,,,,,,,,,34,,,,3,4,,,,,,,,
2015025,2015-03-07(六),,,,,,,7,,,10,,,,,,,,,,20,,22,,,,,27,,,,,,,,,,,,,,,,,,10,11,
2015026,2015-03-09(一),,,,,,,,,,,11,,13,14,15,,,,,,,22,,,,,,,,,,,,,,,2,,,,,,8,,,,
2015027,2015-03-11(三),,,,,5,,,,,,,,,,,,,,,,21,22,,,25,,,28,,,,,,,,,,3,,,,,,,10,,
2015028,2015-03-14(六),,,3,,,,,,9,,,,,,,,,,,,,,,,,,,28,,,,32,33,,,,,,,,,,,9,10,,
2015029,2015-03-16(一),,,,,,,7,,,10,,,,,,,,,19,,,,,,,,,,,30,,,,,35,,,3,,5,,,,,,,
2015030,2015-03-18(三),,,,,,,,,9,,,,,,,,,18,19,,,,,,,26,,,,,31,,,,,,2,,,5,,,,,,,
2015031,2015-03-21(六),,,,,,,7,,,,,,,,,,,,,,21,,,,,,,,29,,,32,33,,,,,,4,,,,,,,,12
2015032,2015-03-23(一),,,,,,6,,,,,,,,,,,,,,,21,,,,25,,27,,,30,,,,,,,,,,,,7,,,,11,
2015033,2015-03-25(三),,,3,,,,,,,,,,,,,,17,,,,,22,,,,26,,28,,,,,,,,,,3,,,,7,,,,,
2015034,2015-03-28(六),,,,4,,,,8,,,,,,,15,,,18,,,,,,,,26,,,,,,,,,,,,,,5,,,,9,,,
2015035,2015-03-30(一),,,,,,,,,,,,,,,,,,,,,,22,,24,,,,,29,30,,,,,35,1,,,,,,,,,10,,
2015036,2015-04-01(三),,,,,,,,,,,,,,14,,,,18,,20,,,23,24,,,,,,,,,,,,,,,4,,,,8,,,,
2015037,2015-04-04(六),,,,,,,,,,10,,,,,,16,,,,,21,,,,,,,28,,,31,,,,,,,,,,,7,8,,,,
2015038,2015-04-06(一),,,,,,,,,,,,12,,,,,,,19,,,22,,,,,,,,,31,,,,35,,,,,,,7,8,,,,
2015039,2015-04-08(三),,,3,,,6,7,,,,,,,,,16,,,,,,,,,25,,,,,,,,,,,1,,,,,6,,,,,,
2015040,2015-04-11(六),,2,,,,,,,9,10,,,,,,,,,,,,,23,,,,,,,,,,,,35,,,,,,,,,9,,,12
2015041,2015-04-13(一),1,,,,,,,,,,11,,,,,,,,,,21,,23,,,,,28,,,,,,,,1,,,,,,,,,10,,
2015042,2015-04-15(三),,,3,,,,7,,,,,12,,,,,17,,,,,,,24,,,,,,,,,,,,,2,,,,,,,,,11,
2015043,2015-04-18(六),,2,,,,,,,,,,,,,,,,,,20,,22,,,25,,,,29,,,,,,,,2,,,,,7,,,,,
2015044,2015-04-20(一),,,,,,,,,,,,,,,,16,,18,,,,,,,,,27,,,,31,,33,,,1,,3,,,,,,,,,
2015045,2015-04-22(三),,,,,,,,8,9,,,,,,,,,,,,,22,,,,,,,29,30,,,,,,,,,,,,,8,,,,12
2015046,2015-04-25(六),,,,,5,,7,,,10,,,,,,,,,,,,22,,,,26,,,,,,,,,,,,,4,,,,,,10,,
2015047,2015-04-27(一),1,2,,,,,,,,,,,,,,,17,,,,,,23,,,,,,,,31,,,,,,,,,5,,,,,,,12
2015048,2015-04-29(三),,,,,,,,,,10,11,,,,,,,,,,,22,,24,,,,,,,,,33,,,,2,,,,,,,9,,,
2015049,2015-05-02(六),,,,,,,,8,9,,11,,,,15,,,,,,,22,,,,,,,,,,,,,,,,,,,,,8,,10,,
2015050,2015-05-04(一),,,,,,6,7,,,10,,,,,,,,,,20,,,,,,,,28,,,,,,,,,2,,,,,7,,,,,
2015051,2015-05-06(三),1,2,,,,,,,,,11,,,,,16,,,,,21,,,,,,,,,,,,,,,1,,,,5,,,,,,,
2015052,2015-05-09(六),,,,,,,,,,,,,13,,,,,,19,,,,,24,,,27,,29,,,,,,,,,,,,,7,8,,,,
2015053,2015-05-11(一),,,,,,,,8,,,,,,,,,,,,,,,,,25,,,28,29,,,32,,,,,,,4,,,7,,,,,
2015054,2015-05-13(三),,2,,,,,,,9,,,,,,15,,,,,,,,,24,,,,,,,,,,34,,,,3,,,,,,9,,,
2015055,2015-05-16(六),,,,,,6,,,,,11,,,14,,,,,,20,,,,,,,,,,30,,,,,,,,,,5,,,,,10,,
2015056,2015-05-18(一),,,,,,6,,,,,,12,,,,,,,19,,,,,,,26,,,,,,,,,35,,,3,,,,,,,10,,
2015057,2015-05-20(三),1,,,,5,,7,,,,,,,14,,,,,,,,,,,,26,,,,,,,,,,,,,4,,6,,,,,,
2015058,2015-05-23(六),,,,,,,,,,10,,,,14,,,,,,20,,,,,,,27,,,30,,,,,,,,,,,,7,,,,,12
2015059,2015-05-25(一),,,,,,,7,,9,,,,,,,,,,19,,,,23,,,,,,,,,32,,,,1,,3,,,,,,,,,
2015060,2015-05-27(三),,,,,,,,,,,,,,,,16,,,,,,,,24,25,26,,,,,,,33,,,,,,4,,,,,,,11,
2015061,2015-05-30(六),,,,,,6,7,8,,,,,,,,16,,,,,,22,,,,,,,,,,,,,,,2,,,,,,,,10,,
2015062,2015-06-01(一),,,,,,6,7,,,,,,13,14,15,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,
2015063,2015-06-03(三),1,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,35,,2,,4,,,,,,,,
2015064,2015-06-06(六),,2,,,,,,8,,,,,,,,,,,,20,,,,,,,,28,,,31,,,,,,,,,,,7,,,10,,
2015065,2015-06-08(一),,,,4,5,,7,,,,,,13,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,8,,,11,
2015066,2015-06-10(三),1,,3,,,,7,,,,,,13,,,,,,,,,,,,,,,,29,,,,,,,,2,,,,,,,,10,,
2015067,2015-06-13(六),,,,4,,,,,,10,,,,,,,,18,,,,,,24,,,27,,,,,,,,,,,,4,,,,,,,11,
2015068,2015-06-15(一),,2,3,,,,,,,,,,,,,,,,,20,,,,,,,,,,,31,,,,35,,,,4,,,,8,,,,
2015069,2015-06-17(三),,2,,,,,,,9,,11,,,,,,,,,,,22,,,25,,,,,,,,,,,1,,,,,,7,,,,,
2015070,2015-06-20(六),,,3,,,,,,9,,,12,,,,,17,18,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,12
2015071,2015-06-22(一),,,,4,,6,,,,,,,13,,,16,,,,,,,,,,,,,,,,,,34,,,,,4,,,,,,10,,
2015072,2015-06-24(三),,,,,,,,,,,,,,,,,,,19,20,21,,,,,,,,,,31,,33,,,,,,,,,,,9,10,,
2015073,2015-06-27(六),,,,,,,,,9,,,,,,,,,,,,,,,,,26,27,,,30,,,,34,,1,,,,,6,,,,,,
2015074,2015-06-29(一),1,,,,,,,,,,,12,,,,,,,,,21,,,,,,27,,,,,,33,,,,,,4,,,,,9,,,
2015075,2015-07-01(三),,,,,,,,,,,,,13,14,,,,,,,,,,,,26,27,,,,,,33,,,,,,,,,,,,10,,12
2015076,2015-07-04(六),,,3,,,,,,,,,,,,,,,,19,,21,,,,,,,,,,31,,,34,,,,,,5,,,,,,,12
2015077,2015-07-06(一),1,,,,,,,,,,,,,,,16,17,,,,,22,,,,,,28,,,,,,,,,2,,,,,,,9,,,
2015078,2015-07-08(三),,,,,,,,,,,,,,,,,,,19,,,,,24,,26,,28,,,,,33,,,1,2,,,,,,,,,,
2015079,2015-07-11(六),1,,,,,,,,9,,,,,,,,17,,,,,,23,24,,,,,,,,,,,,,,,4,5,,,,,,,
2015080,2015-07-13(一),,,,,,,,,,,,,,14,,,,,,20,,,,,,,,,29,30,,32,,,,,,3,,,,,8,,,,
2015081,2015-07-15(三),,,3,4,,,,,,10,,,13,,,,17,,,,,,,,,,,,,,,,,,,,,,,5,,,,9,,,
2015082,2015-07-18(六),,,,,,,,8,,,,,,,15,,,,,,,,,,,,,28,,,31,,33,,,,,3,,,6,,,,,,
2015083,2015-07-20(一),,,,,,,,,,,,,,14,,16,,,19,,,,,,25,,,,29,,,,,,,,,,,,,,,,10,,12
2015084,2015-07-22(三),,,,,,,,,,10,,,,,,,,,,20,21,,,,,,,,,,,32,,34,,,,,,,6,7,,,,,
2015085,2015-07-25(六),,2,3,4,,6,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,12
2015086,2015-07-27(一),,,,,5,,,,9,,11,,,,15,,,,,,,,,,,,,,,,,32,,,,,,,4,,,,,9,,,
2015087,2015-07-29(三),,2,,,5,,,,,,,,,,15,,17,,,,,22,,,,,,,,,,,,,,1,,,,,,,,,,11,
2015088,2015-08-01(六),,,,,5,,,,,,,,,,15,,,,,,,,,,,,,28,,,31,,,34,,,,,,,,,,,,11,12
2015089,2015-08-03(一),,,,,5,,,,,,,12,,,,,,18,,20,,,,,,,27,,,,,,,,,,,,,,,,,,10,,12
2015090,2015-08-05(三),,,,,,6,,,9,,11,,,,,,17,,,,21,,,,,,,,,,,,,,,,,,,,6,,8,,,,
2015091,2015-08-08(六),,2,,,,,7,,,,,,,,,,,,,,,,,,,,,28,29,30,,,,,,,,3,,,,7,,,,,
2015092,2015-08-10(一),,2,,,,,,,,,,,,14,,,,,,,21,,,,,,27,,,,,,,34,,,,,,5,,,8,,,,
2015093,2015-08-12(三),,,,,,,,,,,,,,,,16,17,,,,,,,,25,26,27,,,,,,,,,,2,,4,,,,,,,,
2015094,2015-08-15(六),,2,3,,,,,,,10,11,,,,,,,,,,,,,,,,,,29,,,,,,,,,3,,,,7,,,,,
2015095,2015-08-17(一),,,,,,,,8,,,,,,14,,,,,,,,,,,,26,,,,,,,,34,35,,,,,5,,,,,10,,
2015096,2015-08-19(三),,,3,,,,,,9,,,12,,,,,,18,,,21,,,,,,,,,,,,,,,,2,,,,6,,,,,,
2015097,2015-08-22(六),,,,4,,,,,,,,,,,,16,17,,,,,,,,,26,27,,,,,,,,,1,,,4,,,,,,,,
2015098,2015-08-24(一),,,,,,,,,9,,,,,14,,,,,,,21,,,,,,27,,,,,,33,,,,,,,,6,,,9,,,
2015099,2015-08-26(三),,,,,,,,,9,,,12,,14,,,,,,,,22,,,25,,,,,,,,,,,,,,,5,,,,,10,,
2015100,2015-08-29(六),,,,,,,,,9,,,,,,15,,,18,,,,,23,,,,,,,,,32,,,,,,,,5,,7,,,,,
2015101,2015-08-31(一),,,,,,6,,,,,,12,,,,,17,18,,,,,,,,,,,,,,32,,,,,,,,,,7,,,,,12
2015102,2015-09-02(三),,,,,,,,,,,11,,,14,15,,,,,,,,,,,,,,,,,,33,34,,,,3,,,,,,,,,12
2015103,2015-09-05(六),,,,,,,7,,9,,,,,,15,,,,,,,,,,25,,,,,,,,,34,,,,,4,,,,,,10,,
2015104,2015-09-07(一),,,,,,,,,,,,,,,,16,,,19,,,,,,25,,,,,30,,,,34,,,,,4,,,,,9,,,
2015105,2015-09-09(三),,,,,,,,8,9,,,,,,15,,,,,,21,,,,,,27,,,,,,,,,,,,,5,,,,9,,,
2015106,2015-09-12(六),,2,,,,,,,,,11,,13,,,,,,,,,22,,,,,,,,30,,,,,,,2,3,,,,,,,,,
2015107,2015-09-14(一),,,3,,,,,,,,,,,,,,,,,,,,23,,25,,,28,29,,,,,,,,,,,,6,7,,,,,
2015108,2015-09-16(三),1,,,,,,,,,,,,13,,,16,,,,,,,,,,26,,,,,31,,,,,,,,,,,7,,,,,12
2015109,2015-09-19(六),1,,,,,6,,,,,11,,,,,,,,,,,22,,,,,,,,,31,,,,,,,3,,,,,,,,,12
2015110,2015-09-21(一),,2,,,,,7,,,10,,,,,,,,,,,,22,,,,,,,,30,,,,,,,,,,,,7,,,,11,
2015111,2015-09-23(三),,,,,,,7,8,,,,,,,,16,,,,,,,,24,,,,28,,,,,,,,,,3,,,,,,,10,,
2015112,2015-09-26(六),,,,4,5,,,,,,,,,,15,,,,19,,,,,,,,,28,,,,,,,,,,,4,,,,,,,11,
2015113,2015-09-28(一),1,,,,,,,,,,,,,14,,,,,,,21,,,,,,,,29,,,,33,,,,2,,,,,,,,10,,
2015114,2015-09-30(三),,,,,,,,,9,,,,,,,,,18,,,,,,24,,,,,,,31,,,34,,,2,,,,,,,,10,,
2015115,2015-10-03(六),,,,,,,,8,,,,12,13,14,,16,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9,,,
2015116,2015-10-05(一),,,,,,,7,,,10,,,,,,,,,19,,,,,24,,,,,,,,,33,,,,,3,,,,7,,,,,
2015117,2015-10-07(三),,,,,,6,,,,,,,,,,,17,,,20,,,,,,,,,,30,,,33,,,,,,,,,,,,10,11,
2015118,2015-10-10(六),,,3,,,,7,,,,,,,,,,,,,20,,,,24,,,,,,,31,,,,,,,,4,,,,,9,,,
2015119,2015-10-12(一),1,,,,,,,8,,,,12,,,,16,,,,,21,,,,,,,,,,,,,,,,,,,,6,,,,,11,
2015120,2015-10-14(三),1,,,,,,,,9,,,,,,15,,,,,,,,,24,,,,,,,,32,,,,,,,,5,,,,,10,,
2015121,2015-10-17(六),,2,,4,,,,,,,,,,,,,17,,,,,,,,,,27,28,,,,,,,,,,,4,,6,,,,,,
2015122,2015-10-19(一),,,,,,,,,,,11,,13,,15,,,,,,,,,,,26,,,,,,,,,35,,,,,,6,,,,,11,
2015123,2015-10-21(三),,,,4,,,,,,,,,,,15,,,,,,,,,,,,27,,29,30,,,,,,,2,,,,,,,,10,,
2015124,2015-10-24(六),,,,4,,6,,,,,,12,,,,,,,,,,,,,,,,,,,31,32,,,,,,3,,,6,,,,,,
2015125,2015-10-26(一),,2,3,,,,,,,,,,,,15,,17,,,,,,,,,,,28,,,,,,,,,,,,,,,8,,10,,
2015126,2015-10-28(三),,,,4,5,,,8,9,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,3,,,6,,,,,,
2015127,2015-10-31(六),,,,,,,,,9,,11,,,14,,,,,19,,,,,,,,,,,30,,,,,,,,3,,,,,8,,,,
2015128,2015-11-02(一),,,,,,,,,,10,,12,,,,,,,,,,,23,,,,,,,30,,32,,,,,,3,4,,,,,,,,
2015129,2015-11-04(三),1,,,,,6,,,,,,,,,,,,,,,,,23,,25,,,,29,,,,,,,,,3,,,,,,9,,,
2015130,2015-11-07(六),,,,,,,,,,,,,,,,,17,,,,,,,,25,,,,,,31,32,,34,,,2,,,,,,,,,,12
2015131,2015-11-09(一),,,,,,,,,,,11,,,,,,17,,19,20,,,,,,,27,,,,,,,,,,2,3,,,,,,,,,
2015132,2015-11-11(三),,,3,,,,,8,,,,,,14,,,,18,,,,,,,,,27,,,,,,,,,1,,,,5,,,,,,,
2015133,2015-11-14(六),,,3,,,,7,8,,,,,,,,,,,,,,,,,25,,,,,30,,,,,,,,,4,,,,8,,,,
2015134,2015-11-16(一),1,2,,,,6,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,35,,,,4,,,7,,,,,
2015135,2015-11-18(三),,,,,5,,,,,,,,,,,16,,,,20,,,,,25,,,,29,,,,,,,,,,,,6,,8,,,,
2015136,2015-11-21(六),,,,,5,,,,,,,,,,,,,,,20,,,23,,,,,,29,,,32,,,,,2,,,,,,,,10,,
2015137,2015-11-23(一),,,,,,,,,,,,,,14,,,17,,,,21,,23,,,26,,,,,,,,,,,,,,,,,8,,,11,
2015138,2015-11-25(三),1,,,,,,,,,,,,,,,16,,,,20,,,,,,,,,29,,,32,,,,,,,4,,,7,,,,,
2015139,2015-11-28(六),,2,3,,5,,,,,,,,,,,,,,,,,,,,25,,,,,,,32,,,,,,,,5,,7,,,,,
2015140,2015-11-30(一),1,,,,,,,,,,11,,,,15,,,,,,,,,,,26,,,,,,,,,35,,,,,,6,,,,,11,
2015141,2015-12-02(三),,2,,4,,,,,,,,,,,15,,,,19,,,,,,,,,,,,31,,,,,,2,3,,,,,,,,,
2015142,2015-12-05(六),,,,,,,,,,,,12,,14,,,,,,,,22,,,,26,,,,30,,,,,,,,3,,,6,,,,,,
2015143,2015-12-07(一),,,,,,,,,9,,,,,,,,,,,20,,,,,,,,,,,31,,33,,35,,,,,,,,,,10,11,
2015144,2015-12-09(三),1,,,,,,,,9,,,,,,,,,,,,,,,24,,26,,,29,,,,,,,,,,,,6,,,,,11,
2015145,2015-12-12(六),,,,,,6,7,,,,,,,,,,,,,20,,,,,,,,,29,,,32,,,,,,,,,,,,,,11,12
2015146,2015-12-14(一),,,,4,,,,,,,,,,,15,,,,19,,,,,,,,27,,,,31,,,,,,,,4,,,,,,,11,
2015147,2015-12-16(三),1,2,,,,,,,,,,,13,,,,,18,19,,,,,,,,,,,,,,,,,,,,,,,,8,,10,,
2015148,2015-12-19(六),,,,,,,,8,,,11,,,,,,,,,,,,,,,,27,,,,31,,33,,,,,,,,,,8,9,,,
2015149,2015-12-21(一),,,,4,,6,,,,10,,12,,,,,,,,,,,,,,,,28,,,,,,,,,2,,,,,,8,,,,
2015150,2015-12-23(三),,,,4,,,,,,,,,13,,,,,18,,,,,,,25,,,,,,,,33,,,,,3,,,,7,,,,,
2015151,2015-12-26(六),,,,,,,,,,,,,,,15,16,,18,,,,,,,,,,,,30,,,,,35,1,,,,,,7,,,,,
2015152,2015-12-28(一),,,,4,5,,,,,,,,,,,,,,,,,22,,,,,,,29,,,,,,35,,2,,,,,,,,,11,
2015153,2015-12-30(三),1,,,,,,7,,,,,,,,,,,,,,,22,,,,,27,,,,,,33,,,,2,,,,,,,,,11,
2016001,2016-01-02(六),1,,,,,,7,,,,,,,,,,,,19,20,,,,,,,,,,30,,,,,,,,,,5,,,,,10,,
2016002,2016-01-04(一),,,,,,,7,,,,,12,,,,,,18,,,,,,,25,,,,,,,,,,35,,,,,,,7,,9,,,
2016003,2016-01-06(三),,,,4,,,,,,,,12,,,,,17,,,,,22,,,,26,,,,,,,,,,,,,,,6,7,,,,,
2016004,2016-01-09(六),,,,,,,,,,10,,,,,,,,,,20,,,23,,,,,,,,,32,,,35,,,,,,,,,9,10,,
2016005,2016-01-11(一),,,,,,6,,,9,,,12,,,15,,,,,20,,,,,,,,,,,,,,,,,,,,,,,8,,,11,
2016006,2016-01-13(三),,,,,,,,,,,,,,14,,16,17,,,,,22,,24,,,,,,,,,,,,,2,,,,,,,9,,,
2016007,2016-01-16(六),,2,,,5,,,,,,,,,14,,,,,,,,,,,,,,,,,,32,,,35,1,,3,,,,,,,,,
2016008,2016-01-18(一),,,,,5,,,,,,,12,,,,,,,,,,,,,,,,,,,31,,,34,35,,,,4,5,,,,,,,
2016009,2016-01-20(三),,,,,5,,,8,,10,,,,,,,17,,,20,,,,,,,,,,,,,,,,,2,,,,,,,,,,12
2016010,2016-01-23(六),,,,,,,,,,,,12,13,,15,16,,,,,,,,,,,,28,,,,,,,,,2,,,5,,,,,,,
2016011,2016-01-25(一),,2,,,,,,8,,10,,,,,15,,,,,,,,23,,,,,,,,,,,,,,,,,5,,,,,10,,
2016012,2016-01-27(三),,,,,5,,7,,,,11,,,,,,,,,,,,23,,,,,28,,,,,,,,,,3,,,,,,,,,12
2016013,2016-01-30(六),,,3,,,,,,,,,,,,,,,,,,21,,23,,,,,,,,31,,,,35,,2,,,,,,,,,11,
2016014,2016-02-01(一),,,,,,6,,8,,,,,,,,,,,,,21,,,24,,,27,,,,,,,,,,2,,,,,,,,10,,
2016015,2016-02-03(三),1,,,4,,,,,,10,,,13,,,,,,,,,,,,,,,,,30,,,,,,,,3,,,,,,9,,,
2016016,2016-02-06(六),,,3,,,,,,,10,,,,,,,,,,,,22,,,,,,,29,,,32,,,,,2,,,5,,,,,,,
2016017,2016-02-15(一),,,,,,,,,,,11,,,,,,,18,,,,,,24,,,,28,29,,,,,,,,,,,5,,,,,10,,
2016018,2016-02-17(三),,,,,5,,,,,10,,,13,,,,,,,,,,,,,,27,,,,,,33,,,,,,,,,,8,,,11,
2016019,2016-02-20(六),,,,4,,,,,,,11,,,,15,,,,,20,,,,,,26,,,,,,,,,,,,,,,,,8,9,,,
2016020,2016-02-22(一),1,,,,,,,,,,,,,,,16,,,,,,22,,,,,,,29,30,,,,,,,2,,,,,,,9,,,
2016021,2016-02-24(三),1,,,4,,,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,9,,11,
2016022,2016-02-27(六),,,,4,,,,,,,,,,,,,,18,,,21,,,,,,,,,30,,,,,35,,2,,,,,,,,,11,
2016023,2016-02-29(一),,,,4,,,,,9,,,,,14,,,,,,,,,,,25,,27,,,,,,,,,,,,,,6,,,,,11,
2016024,2016-03-02(三),1,2,,,,,,,,,11,,,,15,,,18,,,,,,,,,,,,,,,,,,,,,4,,,,8,,,,
2016025,2016-03-05(六),,,3,,,6,,,,,,,13,,,,,,,,,,23,24,,,,,,,,,,,,,,,,,,7,,,10,,
2016026,2016-03-07(一),,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,29,30,,,,34,,1,,,,,,7,,,,,
2016027,2016-03-09(三),,,,,,6,,,,,11,,13,,15,,,,,,,,,,,,,28,,,,,,,,,2,,,,6,,,,,,
2016028,2016-03-12(六),,,,,,,,,,,,,13,,,,,18,,20,,,23,,,,,,,,31,,,,,,,3,,,6,,,,,,
2016029,2016-03-14(一),,,,,,,,,,,,,,,,,,,,20,,,,,,26,27,,29,,,32,,,,,,,,5,,,,,,,12
2016030,2016-03-16(三),,,,,,,,,,10,,,,,,,,,19,,21,,,,,,,,29,,,,33,,,,,,4,,6,,,,,,
2016031,2016-03-19(六),,,3,,,,,,,,,,,14,,,,,,,,,,24,,,27,,29,,,,,,,,,,4,,,,,,,11,
2016032,2016-03-21(一),,,,,5,,,,9,,,,,14,,,,,,20,,,,,,,,,,,,,33,,,,,,,5,,,,,,,12
2016033,2016-03-23(三),,,3,,,,,,,,,,,14,15,,,,,,,,,,,,,,,,31,,,,35,,,,,,,,,9,10,,
2016034,2016-03-26(六),,,,,,,,,,,,,,14,,,,18,,,,,,,,,,,,,31,32,,,35,,,,,,,,,9,10,,
2016035,2016-03-28(一),,,,,,,,,,,,,,,,,17,,,,,22,,24,25,,,,29,,,,,,,,,,,,,,,9,,,12
2016036,2016-03-30(三),,,,,,,7,,,,,,,,15,,,,,,,,,,,26,,,,30,31,,,,,,,3,,,6,,,,,,
2016037,2016-04-02(六),,,3,,5,,,,,,,,13,,,,,,,,,,,24,,,,,,,,,,34,,,,3,,5,,,,,,,
2016038,2016-04-04(一),,,3,,,,7,,9,,,,,,15,,,,,,,,,,,,,,,,,,33,,,,,,,5,,,,,,,12
2016039,2016-04-06(三),1,,,,,,,8,,,,,,,,16,,,,,,22,,,,,,28,,,,,,,,,,,4,5,,,,,,,
2016040,2016-04-09(六),,,,,,,,,,,,,,,,,,,,20,,22,,,,,,,29,30,,,,,35,1,,,,,6,,,,,,
2016041,2016-04-11(一),,,,,,,,,,,,12,,,,,,,,,,,23,24,,,27,,,,,,,34,,,,3,,,6,,,,,,
2016042,2016-04-13(三),,2,,,,6,,8,,,,,,,,,,,19,,,,,24,,,,,,,,,,,,1,,,,,6,,,,,,
2016043,2016-04-16(六),1,,,,,,,,9,,,,,,,16,,,,,,,,,,,,,,,,,33,34,,,,,,,,,,9,,,12
2016044,2016-04-18(一),1,,,,,6,,,,10,,,,,,,,,,20,,,,,,,,,,,31,,,,,,,,,5,,,,,,11,
2016045,2016-04-20(三),,,,,,,7,,,,11,,,,,,,,,,,,,,25,,,,,30,,,33,,,,2,,,,,,8,,,,
2016046,2016-04-23(六),,,3,,,,,,,,,,,,,,,,19,,,22,,,,,,,,,,32,,34,,,,,,,,,8,,,,12
2016047,2016-04-25(一),,2,3,,,,,,,,,,,,,,,,,,,,23,,,,,,29,,,32,,,,,,,,5,,,,9,,,
2016048,2016-04-27(三),,,,4,,,,,,,,12,,,,,17,,,,,,,,25,,27,,,,,,,,,,,,4,,,,,,10,,
2016049,2016-04-30(六),,,3,4,5,,,,,,,,,,,,,,,,,,,,,,27,,,,,,33,,,,,,4,,,,,9,,,
2016050,2016-05-02(一),,,,,,,7,,,,,,,,,,17,,,,21,,,,,,,,29,,,,,,35,,,,4,5,,,,,,,
2016051,2016-05-04(三),,,,,,,,,,,,,,,,16,,,,,21,,23,24,,,,,,,,32,,,,,,,,,,7,8,,,,
2016052,2016-05-07(六),,,,,,,,8,,,,,,14,,,,,19,20,,,,,,,,,,,,,33,,,,,,,,,,,,10,11,
2016053,2016-05-09(一),,,,4,,,,,,,,,13,,15,,,,,,,,,,,,,,,30,,,,,35,,,3,,5,,,,,,,
2016054,2016-05-11(三),,2,,,5,,,,9,,,,,,,,,,,,21,,,,,,,,,30,,,,,,,,,,,6,7,,,,,
2016055,2016-05-14(六),,,,,,6,,,,,,,,,,,,,,,21,,,,,,27,,,30,,,,34,,,,,4,,,,,9,,,
2016056,2016-05-16(一),,,,,,,,,,10,,12,,14,,,,,,,,,,,,,,,,,31,,,,35,,,,4,5,,,,,,,
2016057,2016-05-18(三),,,,,,,,8,,,,,,,,,17,,19,,,,23,,,,,,,30,,,,,,,,3,,,,,8,,,,
